,parent,text,label
4505,"Sure, if you say so. That aside, don't edit other people's comments by adding your personal quips (""not really""). Clearly it is not the most spectacular piece of English literature. I, however, am not touching that section with a foot pole to even fix the grammatical and spelling errors for its controversial nature.","Clearly you don't understand how South Korean politics is screwed up. Anyway, I'm trying to fix the criticism section one by one if I have the right time and mind.",0
4506,Are you good at editing pics? I see I had sun issues with Gateway too...damn sun!,"I would say no. The WP:GL people, though, they really do work wonders (before / after). –",0
4507,"Actually, the edit was correct and simply lacking in a reference. I have re-accepted it and added a reference. Please fact check before reverting an accepted version. Thanks.","No, now you're misrepresenting your own actions. When you found a source, you changed the number. The number you accepted is the number you cited is This is a highly contested subject and subject to WP:ARBMAC restrictions. In that context, I have removed your reviewer bits for misuse of the privilege on an WP:ARBMAC related article and misrepresentation of your actions.",0
4508,I guess you missed the part where this is simply streamlining extant incubator practice. →,"If this is practice, then practice is (IMHO) dead wrong. Have there been RfC's on such practice?",0
4509,"Don't characterize other editors like that. Wikipedia articles are not used as reference as they do not fall under the definition of reliable sources. Also, you're in danger of violating the three revert rule. Please discuss your concerns on the article talk page. Thanks","You don't even care about making wikipedia more accurate, just your silly little rules. If you checked the wikipedia article that I referenced you would see that it referenced a legitimate story backing me up. That would have taken you seconds and you could have fixed my reference. But you'd rather play games.",1
4510,The list that Doc James posted is of otherwise uninvolved editors. I don't see any uninvolved editors supporting merging the articles.,I'm a little baffled here - new editors show up and make or comments on the talk pages and we are supposed to immediately abandon weeks of discussion on the topic and adopt their opinions without discussion? Is this what Doc is suggesting?,0
4511,Thanks for your help and reassurance. ;-),"No problem. I suggested to Mr. Clifford that he contact you at your talk page, as the most active trustworthy editor of that page. I hope that's OK. [[User Talk:",0
4512,"Is he responsible for Jar-Jar and the rumored seventh Star Wars movie? If so, blame may not be enough... (But we really DO need to be serious here, folks.) -","I'm deadly serious; I had absolutely no doubt that this would somehow be laid at my door when it all blew up on Saturday evening, I just hadn't realised how inventive some folks would be.",0
4513,Single-ship classes make it easy to preserve the entire class. p — • [[WP:OMT'majestic titan)]],"LOL. However, two of the Iowa's were scrapped before they were completed, namely the Illinois and Kentucky. • • images • • defense • attack)",0
4514,"Vandal fighting and AFD have always been disappointing venues. Writing and reviewing WP:DYK articles (for example) is more rewarding in many ways. There are other brighter areas too (helping out newcomers, etc).",Hard to really help newcomers since I am still really a newcomer myself. =P,0
4515,This article should be AfDed. There's another article on the subject that didn't show up for me when I searched the name before writing the article.,I redirected it as it seems to at least be a plausible redirect.,0
4516,"As acknowledged in the paper, it represents a minority view. In order to present it as factual, you would need to show that there is a consensus supporting it. You would need to show that this viewpoint has received recognition in order to include it at all.","McLellan was writing back in The article must reflect the fact that historical research has moved on since, and take into consideration the views of Kolakowski, Solzhenitsyn, West, and others that are supported by Bernstein, etc. Sources should not be restricted to those that ( are fairly antiquated and ( fail to consider all the evidence.",0
4517,Its been made clear above that its to poke people. If you object to your own information being interpreted in the way that I did above then you should not seek to collect data about editors that nominate and review articles at WP:GAN.,"No. Apparently you failed to recognize my comment above, . I purely wish to view this statistical data for its own informative purpose, nothing else. Pyrotec, you seem to have an inability to make your point without going after and attacking and singling out individual editors with specific and individual negative commentary about individual contributors. That is inappropriate.",0
4518,The issue is not primary/secondary source but rather whether the source is WP:V and WP:RS. So the issue for the given reference is its reliability.,"Perhaps the source does not even merit the title of ""secondary source"", maybe it is, in effect, tertiary by WP's criteria. I would be a lot happier if we had a better source. The best that I have seen relates it to an exhibit in on ""Secret War"" at the Imperial War Museum. I have e-mailed them asking if they have a source, but I'm not holding my breath.",0
4519,"Excellent ideas, I was thinking along similar lines. This article probably has enough material for the Volhynia and Galicia stand-alone articles.","Thanks. Yeah, there's enough stuff on Galicia here to split it off. For the Lemkos I vaguely recall that",0
4520,"it's wierd, but all i know is that you must go to the gunz forums and just look around in the garrison for the link to download another patch. whilst looking, you'll find the answer to your question. i would tell you, but i can't remember what it was hahaha","i did get it torrenting once, but only once. every time i try after that, stuck at loading screen. with or without the manual patch to it, there is no difference. i'm getting frustrated; everyone else i know can torrent it, and maeit dosent have the decency to upload the whole fils on-site and pay for bandwidth. Thx for replying, tho",0
4521,"Why would a user ""who may well never edit again"" change a retired template to a wikibreak one? Doesn't that stretch credulity just a little beyond breaking point?","Unless I'm misremembering the diff (I'll go take another look), I believe they changed it to a ""permanent wikibreak"" note; it was reminiscent of WP:RETIRED. Either way if they return to do more than alter the wikibreak notice, they can be monitored, blocked, whatever. I still don't see the grand injustice which makes this worth edit-warring over.",0
4522,– then I can only assume that you missed this 'ultra vires' instruction.,"Yes, I had. 'bit drastic, but understandable in context. I suppose it just illustrates that annoying someone into cooperating tends to be unproductive. Just stay off his talk page unless you 'have' to, okay? —",0
4523,"I am not sure the amount of text is relevant to this guideline, nothing wrong with it being a stub as long as it is notable enough. I will wait for others to comment.","My main reason for mentioning a length of some sort is if the refs will only result in an article of two or three sentences then it would probably be best to leave it in the aircraft type /airline/airport/biography or other main article. I am open to leaving that out, though. -",0
4524,But where did these rules come from? Where on Wikipedia are they listed?,"Is this according to Screen Actors Guild(SAG), American Federation of Radio & Television Artists(AFTRA), the Alliance of Canadian Cinema, Television and Radio Artists(ACTRA), any of the other various actors' unions or maybe the Producers' Guild, etc? Thanks,",0
4525,Well the template states Location. Sovereign state is not mentioned. Why does it have to be piped to anywhere? I would be happy enough if it said 'Location:Northern Ireland - Republic of Ireland Border' without the pipe.,An international border is preffered.,0
4526,Why WP:CREEP?,"No offence, because you're giving me all these instructions on whose permission I need to create an article, when really I should just go ahead and do it. Seems a lot of notification.",0
4527,"I've moved the list back to its original United States title. To be fair to Nick, he moved it before anyone here commented in opposition to the merge. However, no aspect of the merge should be implemented until there is consensus here in favour of the proposed merge.",Just wondering but you didnt revert the other changes he did to the article did you. He made a bunch of other noncententious improvement that I think shoudl stay.,0
4528,"I agree, and I don't think every minor party/independent, whether or not they win seats, should be listed in the infobox of course. I'm just saying it can be problematic and slightly misleading in cases where independents hold the balance of power in a minority government, such as Victoria and federal, and the ""summary"" provides no indication of this at all.","We do, however, have the pre election premier and post election premier part of the infobox. So worst comes to worst, end of the infobox states who got in.",0
4529,"Yes it is. -) Irrelevant to Sedna, I mean. There's no satellite (or nearby friends to perturb), so there's no way to get the mass, hence density, hence a guess at composition. Given the rocky natures of Haumea, Quaoar, and now Eris, you can't even assume icy for TNOs, let alone a complete mystery like Sedna. As for the wording, I'll give it a try.","Telescopes can reveal details on the surface composition. Most TNOs do appear to have bright icy surfaces (with TCbeing a possible exception). So yes, surface composition matters. Newer observations could (even if unlikely) reveal a small moon at some point.",0
4530,"I think a one-line aside in a set of unpublished on-line lecture notes is too thin a foundation for a whole article. More references, especially in books or refereed journals, would strengthen your case. In the meantime, I would have no problem with amending the redirect to point to modular multiplicative inverse, which is probably a more relevant target.","I think this would also be confusing. From a user's point of view, redirects should be used for terms that are equivalent, not just similar. Otherwise, the user wonders ""how did I get here, I looked for modular division and this page contains nothing about modular division"". I converted the page into a stub, trying to remove all disputable content - what do you think?",0
4531,Thanks for doing the implementation. I see that you updated the documentation as well. — Carl ( ·,"Naturally ) is next, ater some testing. — • •",0
4532,Agreed. I think it's becoming clearer which proposals have consensus now. And my comment was in favor of the proposal! Even if it did list my criticisms of it...,"The problem is that many of the above proposals are linked. Nobody is suggesting that having nominators also review articles is a Bad Thing, but neither is anyone suggesting that it's a solution 'on its own'. I think we should eliminate those proposals which are tantamount to abolishing DYK, because any editor who wants to discuss them further can do so at T:MP.",0
4533,"Considering that the war in is considered one of the shortest wars in modern history (lasting just days according to our own article), I'm not sure it is notable enough to be included in the lead. However, just adding one year to a list shouldn't be too controversial, especially if it's referencing a very relevant conflict.",I have reverted this. war had nothing to do with Kashmir conflict.,0
4534,"Nice work, thanks for making the effort.","If anyone has the time (and ability), please update this map as per the flight track plot on the ATSB page or high-res version",0
4535,"Does an article have to be on the top level of a category to be legitimately listed under it? Besides, most of the categories the article is listed under are categories for the themes in Avatar strongly perceived by WP:RS and widely commented on. Therefore one of the film's themes is, for instance, not Category:Fictional colonies, but Category:Colonialism.Regards,",There are no other items in those broad catagories which are themes from fictional works or even fictional works themselves. Our categorization process requires that articles be placed in the narrowest categories pertaining to then and not also above that level.,0
4536,"Hello Queen Elizabeth II's Little Spy! Sorry, I completely forgot about this issue. I'm okay with the changes you made. Have you checked that they do not mess up the articles' formating (in fact that was the reason for my previous reversal...)?",No I moved them all to the bottoms of the articles. Not absolutely sure if I got everyone last one though.,0
4537,"I have redirected some, but we are also dealing with the flood of categories which need to be deleted. Category:Truckee basin should be deleted, but if we had Truckee basin, that could be redirected to Truckee River.","I didn't notice at first glance those were categories and not articles, yeah, there's no reason to have a duplicate category.",0
4538,My point is purely practical. Which European sources are we currently using? Do we have such sources right now?,"Well I have the Oxford Companion at home, but the online contents might even give us the list that we need",0
4539,The overwhelming majority of autobiographies are first-person sources.,"What I think SlimVirgin was asking, was whether the distinction between the two types of sources you listed, is common enough to be notable.",0
4540,"Oh okay, that was the one thing I didn't do. Thanks. EnDaLeCoMpLeX •",I didn't come across it. So I just removed it instead of it just sitting there unsourced. EnDaLeCoMpLeX •,0
4541,"For the purposes of the narrow matter of the changes to this article, your restoration of Students changes to the preexisting article is not what I consider a compromise, and won't meet with my approval at a later date.","Obviously, that 'isn't' the compromise! It still has to be developed. -",0
4542,"Forgot to remove the border in the map?Please do not be absurd, the map should stay the way it is.The map is an even more important part of the article, and to change it would be vandalism.","However, that does 'not' mean that WP should accept their view of the situation in Ireland, or their use of the Irish flag (here), as neutral - because it isn't.",0
4543,Citation still needed. No WP:Synthesis or OR please.,"Citation for what? That foreign combat ops are concluded or that internal conflict is ongoing? Vport has the refs for the foreign combat ops concluded, and I've been adding the various bombings/attacks for the internal conflict sidein the section.",0
4544,"What does that mean? That was one of the most disgusting things I've ever seen you write on Wiki, and that says 'a lot' (although I am aware that you've written worse elsewhere about Twitty and Holloway) ... have you no feelings, is it that you don't even see your POV, or is it because you don't have children yourself that you can write that way about a mother and her dead child?","Have I mentioned I do not have children on the wiki? Or is it more of your research on me, like mentioning you've read my amazon.com reviews 'under my real name'?",0
4545,you mean like fixing DABs? I am... but you don't like that. home,Like talking about Na at Talk:Na. I don't like the edits that unfix dabs.,0
4546,Can you give us an example of an actual article where this template would be used?,Yes the specific entry I have in mind is Naturopathy. See my comments on Talk:Naturopathy.,0
4547,:'This review is transcluded from Talk:Petroleum industry in Iran/GA The edit link for this section can be used to add comments to the review.' 'Reviewer:' I will review.,Sorry for the slow progress so far. I'm now actively reviewing this article.,0
4548,"I'll work on something in my sandbox later this week if I have time. I'm still technically on a wikibreak (my wife has cancer), but I just couldn't stay away from the problems I was seeing in the congressional articles due to the elections.",I'm not sure how someone could complain that quoting and citing the U.S. Code is improperly sourced. My best wishes for your wife's speedy recovery.,0
4549,"Maybe. What sources are you talking. Would you post, say, two of them? I agree, it could be considered a little spooked. But we can certainly discuss them on this page. What do you have? =","Please provide sources with your statement so we don't all think at once again. Otherwise you're not helping us improve the article, in my opinion. -",0
4550,Hmm. Next time I will use Noticeboard. And do you know him. I cannot think he is a beginner. See you.,Undoubtedly a sockpuppet of some other editor so they can remove content they find unpalatable.,0
4551,"No. See, e.g., Taylor for an explanation. '","Just saying ""No. See ."" is not a counterargument. Please give a link to the paper and refer to what part of the paper is relevant. As far as I can tell, the definition of ""dictator"" used in this proof is wholly unrelated to its English definition. The mere existence of a tiebreaker does not imply dictatorship. .",0
4552,"Interesting discussion, but pointless. Hamburg was an independent city in (in it became the Free and Hanseatic City of Hamburg, or the German-language equivalent of that phrase); Napoleon annexed it to the First French Empire' in Russian forces liberated it in So, Felix is IndependentHamburgerHanseatic/French/Russian, instead of German.","Funny, but no - he was a German Jew - but unquestionably his nationality was German. HammerFilmFan",0
4553,"Editor ""We've got I want "" Editor ""Compromise? How about I give you nothing?"" . End of transmission...","Camillus, it is rather ""We want to have for us and you want to have for us so let's give to each."" Not saying that works, just pointing out Wyss' reasoning. And, before you ask, this is only about the intro. Adding references to Fascism or Totalitarianism in the article is valid.",0
4554,"Well, folks, don't come crying to me in a few months because Arbcom doesn't operate in the way you think it should. I can't make anyone run but I can look you all in the metaphorical eye and say ""you get the Arbitration Committee you deserve."" If you don't like the range of candidates who are running, it's up to you to fix it. I'd prefer to see at least another half-dozen people running myself.","My guess is that less than half of the current candidates will pass fifty percent. If there is sufficient anger at incumbents, it could be as low as two. I'm interested in seeing what Jimbo will do.",0
4555,There wasn't even consensus to merge WP:AST and WP:ASTRO; how on earth do they think they'll get consensus for this?,"Maybe by fiat, since it would involve WPSpace members reaching consensus amongst themselves, and them imposing their will onto us, being the ""parent"" wikiproject. There's a suggestion at WT:AST that Astronomy/astronomical objects be deparented from WPSpace. Perhaps that should be implemented. Then we mostly shouldn't be bothered by anything that WPSpace does.",0
4556,"""Over billion passengers have used the building since it began operation during "" I'm not sure what the author of this was trying to say, but I removed this sentence from the lead section because it sounds completely outrageous, and is unsourced. -","Obviously not billion separate individuals. However, such a phrase can often be used to mean such things as ""billion passenger journeys beginning or ending at the Terminal"".",0
4557,Wouldn't that be going into too much detail for the introduction?,"I thought it would be appropriate as it was an unrecognized entity, albeit not the same size, like RS and CRHB. But I suppose it would be too much since it don't that much of a significant role in the war. What about the Graz agreement?",0
4558,She is Princess Edward because she is a princess by marriage. That's still being a princess. I'm not wasting anymore of my time on pushing fact in your face. Feel free to re-read this as many times as you need to.,"So.. Basically, you can't answer my questions, and you are just going to walk away in ingnorance.. Fair enough..",1
4559,"I'd support a change to '""clear intent to be divisive and inflammatory""'. - color="" title=""Admin actions"">'{L}'","I would also, in the spirit of narrowing this ill-conceived rule as much as possible, but we'd have to ask Jimbo if that was his intent. We do regularly delete articles that were not created in bad faith.",0
4560,And now we have canvassing. This is going to somewhere?,"Tbhotch, you are biting the newcomers. Aleskr, you are edit-warring. Neither of these are acceptable behaviour. Discuss the matter civilly, ask for a third opinion, take it to a WikiProject talk page, etc. The past actions, continuing forward will not lead to anywhere either of you wants to go.",0
4561,i think the lyrics speak for themselves on that one i'm afraid. disappint is one of the few tracks that can make me cry from the reality of its lyrical content,"The line about ""Your pain is over, but mine has just begun"" was one of the most powerful lyrics on my playlist when I suffered from overwhelming feelings of suicidalism - a stark reminder that we don't just hurt ourselves. (Terrorist Wikiproject)",0
4562,'That's the point'. Who knows what happened there?,"Hello - First things first, I am not the one who hid the edit from view; I have no such privilege to do so. I was the one to report your edit to be deleted, however, because it contained the personal information of another user, as Silver predicted. I do not recall exactly what your edit was composed of, nor whose personal contact information it was about, but I do remember the reasoning. ~",0
4563,"That last paper has some good stuff on obovatus, with some leads to other papers, so I think that is a goer. Been a bit stagnated myself too. '·'","""That last paper""? You mean 'consistent individuality'? I've posted a few more leads on the talk page. I agree it's a goer.",0
4564,"In a nutshell, the systemic bias and recentism concerns. It's pretty much all down to whether one thinks that's a big deal in this case. I happen to. —","Are you saying ""systemic bias and recentism"" is the reason to ignore policy in this case? I don't understand. How is Wikipedia improved (which is what must justify invoking WP:IAR) by having a entry dab page here?",0
4565,Which part are you talking about? I think the background section has some rather strange and off-the-point sentences. Are you objecting to the way I rewrote part of the lede?,"As far as I can tell your work is superb. Keep up the good work! My objection is strictly with the ""Background"" section which (to me at least) is an object lesson in POV editing. Ingram",0
4566,"There is no shortage of peer reviewed documentation that production of helium in proportion to excess heat is central to the claim of cold fusion and (therefore) very controversial. E.g., .",An article from,0
4567,"After looking at it a little more closely, the IP 'meant' to cite the episode rather than the serial but forgot to change the wording of the sentence. Anyway, citing the episode is a little anoraky (besides, they don't really appear until the next episode, we only see the plunger).","There are reasonable arguments for choosing both 'The Mutants' and 'The Dead Planet' as serial titles. Claiming 'The Daleks' as only a (VHS/DVD) release compilation title is simply incorrect, however. Further, 'The Daleks' is now demonstrably the most widely accepted title. Consequently I support DonQuixote's reversion.",0
4568,"Go ahead. I like blue. More relevantly, find reliable sources for your claims - not just that they happened, but that they were positive.","I was making a point, in the light of this incessant ""we must have the negative Indian POV included"", although that seems to have been lost on you.",0
4569,Guess there is already a set of people who want to be interviewed. Oh well. What really matters here is to get the word out on this task force. Good luck guys! Be sure to include our work on A-H Buggie!,"As I remember, I'm not an interviewee.",0
4570,"I returned info on Washington Agreement and Herzeg Bosnia Canton. As to the illegality of the name Herzeg Bosnia, that does not change the fact that it is still widely used. Nor does it mean that it does not not merit a mention in this article. The sentence clearly says, ""variably"", so it's not like we're claiming that it is the one and only name, anyways.","If you really find it that necessary to clarify, just say that the majority of Croats (who do make up the majority of the county) still call it the Herzeg Bosnia County. I am sure that even Croat politicians still call it Herzeg Bosnia, but perhaps only unofficially. Personally, I also do not recall ever reading a Croatian article which called it the West Bosnia Canton.",0
4571,'Why was that talk back for?',"But I signed above as having read it, didn't I?",0
4572,"Given that the novel claims that the Catholic Church was responsible for the deaths of five million women who knew the grail ""secret"", I think that it could easily be seen as anti-Catholic.","In addition, the book's frequent habit of casting the entire history of the Roman Catholic Church as a sham and repeatedly utilizing outrageous statistics to paint the Catholic Church in a harsh light is blatantly anti-Catholic. -LoL",0
4573,"From my understanding, the issue isn't the sources for the most part. It looks like some editors are opposed to Israel's position being overly disregarded in the line. The sources are there and adding ""strenuously denies"" might be a little much. I'll let others speak for themselves, though.","Thank you Sean, and I promise I wont sue you for copying unattributed comments made by me. I offer any comment I have made that you wish to use to the public domain. -",0
4574,"Thanks! I don't know why it's not on the FA list anymore, as it hasn't been archived... if you want to change your vote on the FAC as so the bureaucrat can see it (he won't check the talk page of the article in question), here's a direct link for you. Thanks again! -","Thanks a bunch, both for your suggestions and your vote. Cheers! -",0
4575,"Of course this article should use Indian English, just like Mississippi uses US English, or Murray River uses Australian English, so the Indian English template is justified. Let's not quibble over that.",It's a no-brainier that this article use Indian English. I was perplexed by the unexplained removal of the template. It's important to initiate a discussion on the talk page when such non-intuitive removals are made.,0
4576,"You could request semi-protection at WP:RPP; my sense, though, is that Wikipedia administrators require a pretty high level of IP vandalism to semiprotect. I don't know if a few vandal edits per month will be persuasive; I've usually seen semiprotection where there's one or two such edits daily. You can give it a try, though.","Before we go through that trouble, are there another other actions that can be perused to address this annoyance? — (How's That?, (Exclusionistic Immediatist ) —",0
4577,Support an article on reactions.,"Fifted ;) Or alternatively, the 'contents' of the lead can be shifted as that 'will' increase in the coming weeksn and months.",0
4578,"Right, I'll take care to make the lead meet the manual of style and expand it.","Good. Just so you are aware - I've not finished the review, so there are likely to be other areas to work on. I'll be taking another look later on. *",0
4579,The evidence of underreporting is very circumstantial. We already have a statistic if cases being due to chiropractic. ',"Yes, we do have that statistic of ""reported"" cases. It's the tip of an iceberg.",0
4580,Did you notice Mr. Natural Health deleted much of the evidence you put into the request for arbitration page?,He's a funny guy. I'm sure he'll argue that this was not his reponse... well he's going to cop a ban for a while isn't he. I think he needs a week to cool down than a be kept on a short leash. quite a bit of time has been wasted now... although i got a bit of a belly laugh about some health -) edits,0
4581,"Thank you! I've added some more questions. (Are you watching that page, or should I post here when I've added something?)","Don't worry, I always watchlist most pages...I'll see if you add new ones!",0
4582,"I think all sections should only deal with pure facts without analysis (numbers of refugees, from where they left or were expelled if there is no controversy about that precise expulsion). Reasons explaining these facts (eg orders, harashment, terrorism, etc) or historians' comments should then be written in the other paragraphs. There is much redundant informations everywhere.",I couldn't have said it better.,0
4583,"I agree. Volunteer Marek has definitely written the best Volunteer Marek election guide out there, so get yer popcorn, put yer feet up, and enjoy!","It was pretty funny and it seems fairly harmless. I think he's inaccurately assessed the alignments of a few candidates, but beyond that I don't see the concern with including it.",0
4584,"Between the BLP blanking fiasco, and now this, I feel like I fell down the Rabbit Hole.","I'm pretty sure you were supposed to be notified, but .",0
4585,"also, I changed the tag so it can't be ""missed.""","It wasn't a big deal Malke, an editor may now and then mistakenly post there, trying to help out somehow. It's very easy to quietly undo the edit and let them know the page is only for you three",0
4586,Looks like no-one's watching. Should we try asking the WikiProjects?,"You could do that, but you better find a wp:reliable source first.",0
4587,"Hello! Your submission of Cullen Wines at the Did You Know nominations page has been reviewed, and there still are some issues that may need to be clarified. Please review the comment(s) underneath and respond there as soon as possible. Thank you for contributing to Did You Know!","ah.. sorry. I meant that the article seems too promotional, not the hook. While you do have good sources (except for the company's website which shouldnt be used), I still dont see what makes this winery notable. We will need another opinion for this.",0
4588,Oh! Sorry D I fixed Fly. I use Allmusic. What do you use? iTunes?,"I will use iTunes too. I guess Allmusic is not that reliable for release dates. UK, Aus and US all have the same release date for some pressings.",0
4589,"Thank you for to Wikipedia. Before saving your changes to an article, please provide an edit summary for your edits. Doing so helps everyone to understand the intention of your edit (and prevents legitimate edits from being mistaken for vandalism). It is also helpful to users reading the edit history of the page. Thank you.","Your erroneous edit to List of Leverage episodes has been reverted yet again. I'm not sure what the problem is, but you have been shown, using dialogue from the show, that your edit is WRONG. Please do not persist in adding content that is WRONG.",0
4590,I've tidied up Southern Stars Baseball Club for you. JRA_,"That's fine, it's hard to meet notability for a non-professional club on Wikipedia, unfortunately there isn't enough media coverage for Southern Stars like other GBL clubs. JRA_",0
4591,"'Should the fact that Allan Sherman sang a parody titled ""Barry"" be included' Absolutely, but it's already mentioned in the Sherman bullet point. Wahkeenah's edits keep trying to create a connection between that song and the fact that the next bullet is about Barry Bostwick, but in fact, there is no connection at all. The existence of the song is adequately covered. '","Thanks for the clarification. Perhaps then we could make the meaning clearer in the Sherman bullet point; Do you know if ""Barry"" from the song title refers to someone/something specifically? Perhaps by clarifying the meaning there, we can avoid the reference in the Bostwick point. Otherwise does the ""coincidentally"" bit seem ok by all?",0
4592,It's strange that so many IPs and new accounts are wanting this article to be 'deleted'. Usually it's the other way around. Maybe there's some sort of faction battle in the science camps about this that hasn't been reported? I wonder.,Or they are trying to make a point about AFD?,0
4593,"Why the name 'Saab JAS Gripen' and not only 'Saab Gripen'? What brings the Swedish airforce abbreviation JAS (Jakt, Attack & Spaning) to the English Wikipedia? //","Good point. the title is typically: Manufacturer, Type designation, Name. FWiW .",0
4594,It appears to be gibberish. It certainly isn't describing any notable idea (and if it is it is doing a very terrible job). I've nominated it for deletion.,"That's what I thought... it appears to be sourced, but they don't appear to support the subject in any way.",0
4595,"They could, but you should still maintain separate data tables or add a new column for price.",+for merge; I am not familiar enough with these features myself to do it though -(,0
4596,"Good idea, although in some circumstances it could get confusing, understanding ""persons"" from ""events"", and so forth.","I think it will be clear enough. ) Like I say, too, the date of Creation could go in there, really your preference I suppose because those other ""Calendars and chronologies"" entries at present also could really go in either place as well.",0
4597,"Agree, needs cleanup badly.","I split the ""format"" section and added a different title. Just see the diff",0
4598,"Could try including some <- -> hidden notes stating, do not include Nigel Mansell without a reference to an announcement by the Newman/Haas team, or the equivalent for variance of driver and team.","Maybe I'll see about getting it semi-protected. Formula One season already is, for the same reason presumably.",0
4599,I believe Babylon preceded it. There may be others.,Didn't the original Battlestar also feature soundless space?,0
4600,"That's a rather gauche chandelier, darling... have you had the decorators in again? - I'd get them back..... -)",That's right! You're barking up the wrong tree here Pm! P -,0
4601,"I'll see what I can do over the weekend, but I can't reach another computer right now to check. Try seeing who added the review in on that page and ask them. Review Me!",I found it by google-searching...,0
4602,I think the new text is an improvement over what was there before. I would like to suggest that the section explain why witch-hunts ended. Are there any reliable sources that propose any theories in this regard?,"Sure, if there are enough represented in WP:RS to make it notable. I'll go looking for all the witch burnings by Christians in New York in the last years right now. The relevant scholarly commentary must be replete with such incidents.",0
4603,"Well, I never said we couldn't/shouldn't also list the taxonomy. But placing Ichnostem Whatever in a higher taxon shared with real taxa doesn't seem right. Is that how actual ichnologists do it? (I have to admit it seems completely absurd that scientists in the t Century still use such a system to classify trace fossils. But if that's the way it is, that's the way it is.)","You mean words like ""ichnofamily,"" ""ichnogenus,"" ""oospecies,"" and that sort of thing? Yes, that's actually how its done.",0
4604,"Its clearly not rape as we know it Captain, this should be made as clear as possible through citations that report that fact.","I'd say that having sex with someone while they were asleep might well be construed as rape - it can hardly be consensual. Frankly though, it isn't our job to pick through the finer points of law, just report the details as they are (a) found in reliable sources, and (b) according to policy.",0
4605,"Done! BTW, it says Conti is the academy's musical arranger ) •","Yours is now GA, nice work ) PS, I see you like suing lots of free images P •",0
4606,"Yes, but ""typical office workplace"" is a cultural construct that varies wildly depending on where you are. The kind of language that wouldn't raise an eyebrow in (say) a Manchester office-supply warehouse, would lead to instant dismissal in a California bank. –","You got that right. There's also the issue of speaking to colleagues or to customers. Only yesterday in Asda (Manchester) I heard a supervisor say to one one of the minions ""for fuck's sake clean that up"". Wouldn't have been acceptable to say to a customer of course, but food for thought.",1
4607,"That particular meaning has been disputed repeatedly, and you have absolutely no consensus for inclusion when people say ""I do not believe in God"". The consensus is in the other direction, that ""atheist"" is needed.",See Miliband for example.,0
4608,"I've been reading a little at a time, but haven't yet got a good feel for the scope of the book. Does it cover all Islamic civilization or is it more specifically about, for example, Islam in Arabia and India? Does it cover all eras of Islamic civilization?","Personally, I'm not in favour of using scholarship that goes back so far. This is from experience of history articles that touch on national identity. The norms of research were so different then. Perhaps later scholars have referred to his work?",0
4609,"I do appreciate the offer of forgiveness, but surely the world's greatest power wants the world to notice it?","HiLo, I apologize unconditionally for being rude to you. I jumped to the false conclusion that you were just another condescending British twit.",0
4610,There are lots of reference management software; I use Zotero. You can also share your bibliographies like I do at ; these can be copy/pasted and are shared through using . -—,Thanks for your valuable suggestion. =) Helder,0
4611,I have gone ahead and added this information - ' •,I agree that it is relevant and notable.,0
4612,"It's not really urgent, but done. '/'","I have unblocked your underlying IP address so that you are able to create a new account titled ""Baseball Genius"". You may go to Special:CreateAccount and type the above username and use a strong password. You are advised that any further abuse of multiple accounts will lead to immediate re-blocking. Regards, –",0
4613,"State is the crystal clear, NPOV descriptor for the UK. ""Country"" is full of ambiguities and problems, and inevitably (if often subconsciously) exhibits the writer's POV. That the UK is a state is uncontestable. That the UK is a ""country"" is highly debatable.","I honestly reckon we just cut the crap and state what matters. '""The UK is made of four constituent countries - E,S,W,NI, and is one of two sovereign states on the British Isles. No nonsense. Like John Smith's.",0
4614,"Accusing an editor of sophistry is beyond uncivil. It is in clear breach of WP:NPA, as is an accusation of lying, for example. It looks to me as though WP:TPO expressly permits deleting personal attacks, but I may not be reading it correctly.","I read it the same way, but Kelly and an administrator (see my talk page) do not. What I've done is report it at WP:WQA. You are welcome to comment there.",0
4615,"However, on reflection that means that it could be argued that the charges are independently notable (broad coverage in mainstream media) and so warrant their own page (which can include eg bail denials & appeals etc)","To Ironically, I think Recentism precludes any mention of this event at all because 'no charges have been laid' as far as I can tell. The event, in fact, may not continue to be relevant to this Subject at all.",0
4616,There is a problem preventing my move - please help.,I'll try and fix it - no promises! ' Talk ',0
4617,"I have to ask, where and who ""openly mocked"" the draft? I looked around, I saw some comments back and forth but nothing as drastic you portray here. Am I missing something?","See MediaWiki talk:Watchdetails#Main page redesign. I defended the project, of course. —",0
4618,"I don't see any sign of the accent in the """" article title that was referred to.","Perhaps the web page source code will help to make it more clear: ""Lech Walesa (president of Poland) Britannica Online Encyclopedia"". You may find this visible in as the window or tab title in your browser. As with this proposal the entry there uses a different page title and article body form of the name.",0
4619,"Please stop. If you continue to vandalize pages, as you did to User:Emersoni, you will be blocked from editing Wikipedia.","This is your 'last warning'. The next time you vandalize a page, as you did to User:Emersoni, you 'will' be blocked from editing Wikipedia.",0
4620,"No, old posts won't update. See the wiki-text at Wikipedia:Help_desk#forensic_doctor for an example.","They don't update because Fuhghettaboutit implemented template substitution. If the Astray template contained {{NUMBEROFARTICLES}} without substitution, then the number would update whenever anyone viewed its output, even in archives. •contribs)",0
4621,"I don't think it belongs in here. It's pretty, but it's not really a valid source.","And IMDB, being a movie/television database, counts as a source of information on 'firearms' how?",0
